ID,SVS_Friendship,B_ArguedWithFriend,B_metWithGroupOfPeople,ColumnID,Text,Group,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male
321360,7,2,2,GuidingValues,Being honest. / Being trustworthy. / Being a good father and grandfather. / Being charitable. / Being reliable. / Being a good citizen. / Being assertive. / Being kind. / Showing respect for people that are just doing their jobs. / Being healthy and productive. / Being a safe driver. / ,v,40,11.36,94.84,1,99,3.64,25,90,67.5,52.5,5,2.5,0,0,0,0,2.5,2.5,12.5,7.5,0,2.5,30,2.5,5,0,30,15,0,15,7.5,2.5,5,0,0,0,0,0,0,0,0,0,0,17.5,17.5,0,5,5,0,0,0,0,0,25,12.5,5,0,0,5,0,12.5,5,0,0,5
321360,7,2,2,Behaviors7days,"I worked Monday thru Thursday.  On those days most of my time is taken by work. I get up early shower, listen to the news on tv while a eat a good breakfast.  After work I spend some time walking for the exercise. I surf the web for new and entertainment.  I usually watch some tv to relax. For the holiday I met some family at a local park to watch the fireworks display. I spent Saturday night at a local night club having a few beers with some friends.  I also found time for a couple of movie and a Cincinnati Reds ball game on tv.  Spent a few of my hours this week doing microtasks on MTurk.  Was good to get a little more time than usual with friends and family.",v,133,97.67,14.81,91.16,92.27,12.09,10.53,79.7,69.92,51.13,9.02,7.52,7.52,0,0,0,0,1.5,19.55,10.53,0,18.05,3.01,1.5,5.26,0,14.29,7.52,9.77,6.02,3.76,2.26,0,2.26,0,2.26,0.75,0,0,0.75,0,0.75,0,5.26,5.26,0,3.01,3.01,0,0,0,0,0,4.51,1.5,0,0,0,0,0.75,3.01,1.5,1.5,0,0
323677,6,2,3,GuidingValues,"When I think of values, I first think about my family.  I am fortunate to have had a long and happy marriage with my husband of 51 years.  We have a grown daughter and a grown son.  Both of them are happily married and we have six grandchildren.  The love and support of family is one of the most important things in my life.  Another value that I feel strongly about is trustworthiness and I try to live my life in a straightforward and honest way.  Another value I cherish is the privilege of voting we have here in the USA.  There is a primary election in my state this coming Tuesday and I look forward to going and casting my vote.  Tradition is very important to me.  I remember the love of my parents and my grandmother and I try to carry on traditions that my family observed when I was growing up.  I live in a place of natural beauty on the Atlantic coast.  It is a small town and I value the close associations one can develop in a place like this.  I value my neighborhood and the friends I have here.",v,195,48.9,23.73,97.78,94.35,15,17.95,88.72,74.87,61.03,18.97,14.87,12.82,1.54,0,0,0.51,4.1,19.49,8.21,2.56,13.33,8.21,4.1,7.18,0,15.9,6.67,5.64,12.31,9.74,1.03,1.54,4.62,0,4.62,2.05,0,1.54,0,0,1.03,0.51,5.64,5.64,0,2.05,2.05,0,0,0,0,0,12.82,3.08,0.51,0,0,1.03,0,9.23,5.64,0.51,1.03,1.03
323677,6,2,3,Behaviors7days,"During the past week, I have cooked meals for my husband and myself.  I have kept my house neat and in order.  I have also work some in my yard with my flowers doing such things as pulling weeds, watering and fertilizing.   On Wednesday, I went to my supermarket to buy groceries for my husband and myself.  I go on Wednesday because it is senior citizen discount day.  I also bought gas for my car while I was in town.  I picked up prescriptions also.  One day last week, I met three of my lady friends and we went out to lunch together which was enjoyable.  My husband and I watch the national news on television every night.  After supper, we also usually watch a movie on Netflix.  I also spend time every day resting and reading the daily newspaper and reading books, both fiction and nonfiction.  I talked to both of my adult children on the phone last Sunday because it was Mother's Day.  The conversations were very rewarding.  I also spent time paying bills, most of which I do online.  I exchanged emails with family members and friends during this past week.  I took my usual Sunday walk this morning with a group of ladies in my neighborhood who go for a walk every Sunday.",v,217,42.96,19.05,99,48.29,13.56,17.51,83.41,71.89,54.84,18.43,15.21,13.82,0.92,0,0,0,3.23,14.75,3.69,0.92,13.82,4.61,3.69,9.68,0,13.82,4.61,7.83,6.45,5.07,0.92,0.46,3.69,1.38,2.3,0,0.92,0,0.46,0,0.92,0,1.84,1.84,0,0.46,0.46,0,0,0,0,0,12.9,3.69,0,0.46,0,0,2.3,9.68,2.3,1.84,1.84,1.38
323838,6,2,4,GuidingValues,My most important values are taking care of my family. The idea of seeing my family in need and not taken care of causes me the most pain. It is this pain- felt by them and myself which I want to avoid most of all. All of my actions and decisions are informed by my desire to meet the needs of my family.,v,63,70.33,1.6,56.69,70.15,15.75,6.35,95.24,80.95,61.9,20.63,15.87,14.29,0,0,0,1.59,4.76,23.81,4.76,0,17.46,4.76,0,4.76,1.59,22.22,6.35,7.94,4.76,4.76,0,0,20.63,3.17,17.46,6.35,1.59,6.35,0,0,3.17,0,11.11,6.35,3.17,4.76,0,3.17,0,0,0,0,12.7,6.35,3.17,0,0,0,1.59,6.35,4.76,0,0,0
323838,6,2,4,Behaviors7days,"For the last seven days, I've been very agitated. I learned that we would need to relocate and that we didn't have a lot of time to do so. I'm in a panic over the whole situation. I spend my time online looking for places to rent. It is very unlikely that we will be able to find a place as spacious as this one for the rent we've been paying. This last week has been living hell. Perhaps not as bad as all that. But this has been my least favorite week of 2014.",v,95,20.63,18.79,81.98,4.13,11.88,9.47,88.42,81.05,67.37,18.95,10.53,6.32,4.21,0,0,0,8.42,21.05,6.32,3.16,15.79,16.84,4.21,7.37,2.11,23.16,6.32,11.58,5.26,4.21,1.05,0,12.63,1.05,10.53,2.11,0,2.11,1.05,0,3.16,0,5.26,1.05,3.16,3.16,0,3.16,1.05,0,0,1.05,5.26,1.05,0,0,0,0,0,4.21,0,0,0,0
324520,5,2,4,GuidingValues,"My values are pretty basic.  /  / Honesty.  This is pretty much true all the time.  Occasionally there will be a little white lie, but that doesn't harm anybody if it is for the good of the person. /  / Integrity. Standing up for what you believe in and not letting anybody change your mind on what is important to you. /  / Donating your time to organizations that you believe in. /  / Family.  This above all else is the most important to me.  Without a family whether born into, or made from your friends and acquaintances. / ",v,90,39.7,86.16,91.13,85.84,9,18.89,92.22,78.89,66.67,18.89,8.89,2.22,0,6.67,0,0,10,20,6.67,0,15.56,8.89,5.56,6.67,2.22,13.33,12.22,5.56,4.44,4.44,0,0,22.22,2.22,20,2.22,2.22,0,7.78,0,7.78,0,6.67,5.56,1.11,1.11,1.11,0,0,0,0,0,17.78,3.33,1.11,0,0,1.11,0,14.44,2.22,2.22,0,0
324520,5,2,4,Behaviors7days,Get up in the morning / Eat breakfast / Feed/water the cats / Get on the computer / Read the news / Go to work / Eat lunch / Go back to work / Leave work / Get home / Check mail / Get on the computer / Fix dinner and eat / Feed/water the cats / Play with cats / Watch a movie / Get on the computer / Go to bed / Pretty much this is it.  Except for the weekends.  Then I'm usually on the computer a lot.  Visit with my daughter.,v,79,99,26.34,80.13,38.56,19.75,11.39,72.15,62.03,44.3,5.06,2.53,2.53,0,0,0,0,2.53,18.99,13.92,0,16.46,2.53,2.53,2.53,0,20.25,2.53,2.53,5.06,1.27,3.8,0,3.8,0,3.8,0,0,0,2.53,0,1.27,0,1.27,1.27,0,0,0,0,0,0,0,0,5.06,3.8,0,0,0,0,2.53,1.27,1.27,0,1.27,0
325273,6,2,3,GuidingValues,"My principles are very much the same I learned as a child , growing up in the faith and love of my family. I try to learn more and more about good qualities and principles as I read the Bible and undertood better what it is expected of me. iI found that Christianity answer my questions and that God is working in my life and the lives I am able to touch and influence daily. It is not easy to live in our society, without facing problems in the relationship with others, but it is possible to live in harmony if we are no selfish.",v,104,47.73,6,97.38,79.29,26,17.31,88.46,75.96,60.58,17.31,10.58,8.65,1.92,0,0,0,6.73,16.35,5.77,0,16.35,6.73,2.88,10.58,1.92,16.35,8.65,2.88,8.65,3.85,3.85,0.96,15.38,0.96,14.42,4.81,0.96,0.96,2.88,0,5.77,0,5.77,4.81,0.96,1.92,1.92,0,0,0,0,0,12.5,5.77,0,0,0,0.96,0.96,5.77,0.96,0,0,0
325273,6,2,3,Behaviors7days,"This is an unusual and wonderful week, since I was travelling internationally.I was in South America and now I am in California. First big change was coming from chili winter into wonderful summertime. I spent the last few days with my family here, going to the lakes, swimming, parties, long days with dear ones. This is mi vacation time, so it is very much a non schedule time. My trip was great, I had two stops, Lima and Mexico, and since it was in the middle of the soccer world cup in Brazil, most of the people was coming or going to Brazil, and everibody was talking about the event, I am glad that I speak Spanish too !!!",v,119,49.25,10.33,99,95.42,23.8,12.61,76.47,72.27,56.3,11.76,7.56,7.56,0,0,0,0,4.2,15.13,6.72,1.68,12.61,10.92,5.88,7.56,0,18.49,10.92,8.4,2.52,2.52,0,0,3.36,0,3.36,0,2.52,0,0.84,0,0.84,0,5.88,5.88,0,2.52,2.52,0,0,0,0,0,5.04,2.52,0,0,0,0,1.68,1.68,0.84,0,0,0
326327,6,1,6,GuidingValues,"My beliefs are what guide me in life. Without it, I'd be lost and depressed. I talk to God daily. I thank Him for things. I ask Him for things. He's the only one that truly knows me inside and out. He knows the bad sides to me and all the hurtful things I've done and yet still loves me. Its what makes me able to be more patient with people. I am kind because God is kind to me. I have compassion on others because God has compassion on me. I forgive others because God has forgiven me. If I didn't know God I would be one unhappy, selfish, arrogant person. I still am selfish and arrogant at times but I have a God that will always take me in no matter how many times I sin. I truly want to be a better person because I want to show others the love of Jesus. I want them to say ""She's different! What does she have that I don't?"" My life would be totally different today if I didn't have a relationship with God. I know that I'd be married to someone else and I'd be extremely unhappy. God saved me from a life of destruction. The best part is I don't have to ""do things"" in order for Him to love me. He extended grace to me and I am so thankful and grateful for it each and every day!!!",v,242,3.75,1,75.38,20.23,11.52,12.4,92.56,82.23,69.42,26.45,19.01,15.29,0,0,3.31,0.41,7.44,9.92,3.72,0.83,11.98,14.88,5.37,7.02,2.07,20.66,7.85,3.31,4.55,2.48,1.24,0.83,19.01,2.48,16.12,2.48,2.48,3.72,1.65,1.65,5.37,0,9.92,4.96,4.96,4.13,2.07,2.07,0,0,0.41,0,14.88,7.44,2.48,0.83,0,2.89,1.65,6.2,0.41,0,0.83,2.48
326327,6,1,6,Behaviors7days,"Last Wed. I woke up at 6 AM, got my daughter dressed. Fed her. Played with her until 7 AM when my second child wakes up. I feed her and dress her. The three of us go outside to play since it's warm out. I put my daughter in the swing while holding my 5 month old. We play in the sandbox. We take a walk around the neighborhood. We come in for lunch and then they both go down for a nap. I do dishes, laundry, tidy up the house. They wake up at 3 PM. We all go outside to enjoy the weather. My 2 year old plays in the backyard, digging up dirt and exploring. The next day (Thurs.) we do the same thing except we change it up in the morning and go to a park until noon. After their nap we wake up and play until they need to go to bed at 7 PM. My husband got in on Thurs. night at 6:00 PM so he'll play with my 2 year old and spend some time with her. On Fri. I get up at 6 AM and feed my daughter just like every other morning. Except this time we meet a friend at a park for a playdate. We come home, eat lunch, girls go down for a nap, and I tidy up the house. They wake up at 3 PM, we play until 5:00 PM. I give them a bath, eat supper, and my husband and I sit down to catch up on our day. 7 PM rolls around and they both go to bed while my husband and I watch a show. I go to bed at 9 PM and my husband comes up around 10. Saturday I wake up at 6 AM again. I dress and feed my daughter. We wait until my 5 month old wakes up at 7 AM and then we all go outside to play. The week continues this way.",v,335,84.84,79.6,99,67.25,10.81,7.46,82.09,69.85,55.82,17.01,15.52,7.46,4.18,0,1.79,2.09,1.49,15.52,6.27,6.27,20.9,2.69,2.09,8.36,0,12.24,3.28,4.48,6.87,6.87,0,0,3.28,0.9,2.39,0.3,0.6,0.3,0,0,1.19,0,2.99,2.99,0,0.3,0.3,0,0,0,0,0,12.24,0.6,0,0,0,0,0,11.64,2.39,0.3,2.99,1.49
326528,7,1,5,GuidingValues,My believe in Jesus Christ and my religion is what guides my life.  These values of how I am to treat others helps me with my every day life.My husband and I have based our entire marriage on our faith in God. We have chosen to make it our mission in life to spread the word of God's love. We also have jobs and we try to show our friends and co-workers the love of Christ. Having this spiritual guidance in our life makes everything possible. ,v,87,31.31,95.07,51.97,74.09,17.4,12.64,81.61,66.67,57.47,25.29,18.39,9.2,9.2,0,0,0,6.9,17.24,2.3,0,14.94,6.9,2.3,5.75,0,12.64,2.3,3.45,16.09,13.79,1.15,1.15,11.49,2.3,9.2,2.3,4.6,1.15,1.15,0,1.15,0,3.45,3.45,0,2.3,2.3,0,0,0,0,0,22.99,5.75,1.15,0,0,0,1.15,13.79,2.3,1.15,0,1.15
326528,7,1,5,Behaviors7days,"We moved from our two bedroom condo, to a four bedroom home 45 minutes away from where we lived. I did all of the planning for the move. I packed up all of the house and our belongings. We were going to have movers move our things, we just had to have everything ready for them. Living in one place for as long as we have, meant we had lots of things to box up. I also had to still do my every day things like take care of the house and my husband. Even though we don't have children, I still have three cats and two dogs to take care of. The day of our move came and thankfully my husband took a few days off from work, to help me get things moved. Then after a couple of days getting things ready we went and visited my parents for the weekend. The drive is a 8 hour drive, but once we got there we had a great weekend. ",v,170,55.58,94.6,94.75,82.46,17,8.82,90.59,84.71,66.47,17.65,14.12,5.29,8.24,0,0,0.59,3.53,18.24,7.06,4.71,17.65,8.24,5.88,7.06,0.59,21.76,2.94,11.76,12.35,11.18,1.18,0,4.71,2.35,2.35,1.18,0,0,0,0,1.18,0,4.12,4.12,0,0.59,0.59,0,0,0,0,0,13.53,2.35,1.76,0,0,0,0,11.18,1.76,0,0,1.18
327066,3,1,2,GuidingValues,My most guiding principle is love. Love for my family and my gay partner. I feel that love break down barriers and increases greater harmony. It is perhaps the most important quality that exist. It can climb mountains and cross rivers. Love is patient and love is kind. Love does not boast and envy after another. Love is sweet and kind. Love is an incredible emotion. It can bring someone so much happiness. It has been known to give people longer life. I feel confidence in the power of love. Love can build a bridge.,v,95,20.63,14.81,40.84,99,7.31,18.95,88.42,65.26,49.47,13.68,5.26,5.26,0,0,0,0,8.42,13.68,4.21,0,6.32,12.63,2.11,8.42,1.05,20,10.53,6.32,6.32,2.11,2.11,2.11,10.53,0,10.53,3.16,0,3.16,2.11,0,2.11,0,18.95,16.84,1.05,14.74,12.63,1.05,0,1.05,0,0,21.05,16.84,2.11,0,0,0,1.05,3.16,1.05,0,0,0
327066,3,1,2,Behaviors7days,"I did this and did that. I made my bed, went to church and had a cookout. I went out with a lady and we had lots of fun. I sent off the documents for the macfield case. I got into a car and went to work. I did all these surveys. I had a lot of fun at the bowling alley.",v,62,74.03,11.07,69.74,70.91,8.86,8.06,85.48,80.65,67.74,19.35,14.52,12.9,1.61,0,0,0,4.84,22.58,11.29,0,16.13,9.68,0,6.45,0,19.35,3.23,9.68,4.84,3.23,1.61,0,3.23,1.61,1.61,0,1.61,0,0,0,0,0,3.23,3.23,0,3.23,3.23,0,0,0,0,0,4.84,1.61,0,1.61,0,0,0,4.84,0,0,1.61,0
327531,7,2,4,GuidingValues,"I try to be very open-minded, it is important to me to let people be who they are and to not judge them based on their beliefs as long as they don't hurt anyone else. intelligence is very important to me. I think that people should strive to learn whatever they can throughout their lives.  loyalty, both to give and recieve is important.  /  love is very important. I think that it and its opposite hate, is what motivates most people throughout their lives. I choose to be lead by love rather than hate. honesty, I don't feel that there are many reasons to lie. The only one I can think of is a lie to spare someone unecessary pain. being a good parent is very important. It is important that I teach my daughter all of the things that she needs to know to be a successful adult and person.  determination, hardwork, and wealth are all important to me as well. I am very determined to make something out of my life and to work to achieve what I want. I think striving to be a good person is important as well, several people would define what a good person is differently but I think everyone should strive to fulfill their definition of a good person.",v,216,21.76,37.4,33.29,99,15.43,16.2,99.07,79.63,63.89,20.37,12.04,7.41,0,0,0.46,3.7,8.33,12.5,3.7,0.46,14.81,12.5,5.56,5.56,1.39,21.76,7.41,3.7,7.87,1.39,5.56,1.39,18.98,2.31,16.67,6.48,2.31,3.7,1.39,0,2.78,0,13.43,11.57,1.85,4.63,2.78,1.85,0,0.93,0,0,16.67,5.09,0.46,0,0,1.39,0,11.11,0.93,0,0.93,0
327531,7,2,4,Behaviors7days,"make breakfast, cook dinner, go towork, work on Mturk, do laundry, take a shower, make a clay jaguar, watch tv, go to the grocery store, eat dinner with family, drive to and from work, talk to friends on phone, talk to family, let the dogs out, take the big dog for a walk, go to the dollar store, go to the gas station, put gas in the car, read a book, do the dishes, look at facebook, hang out with my girlfriend, give the dogs a bath, go to the dump, take out the trash, clean out the refridgerator, watch a movie, take a walk, fold laundry, clean the bathroom, run errands, pay bills, do my daughter's hair, ",v,118,99,55.22,53.8,31.93,118,10.17,68.64,61.02,37.29,1.69,1.69,1.69,0,0,0,0,0,17.8,16.1,0,16.1,2.54,0,0.85,0,22.03,2.54,1.69,5.93,4.24,1.69,0,1.69,0,1.69,0,1.69,0,0,0,0,0,2.54,1.69,0.85,0,0,0,0,0,0,0,7.63,3.39,0,0,0,0,2.54,4.24,2.54,1.69,1.69,0
332678,5,2,4,GuidingValues,"I had a great childhood,  I had 2 parents who taught me all of the great values of living a happy, healthy, moral life.  I watched my parents work very hard to provide for my brother, sister and I.  There are many great memories I think about when some situations in my current life come up.  I often think about how my parents handled raising us, and use that to help me raise my children.  Having a solid background in life, has helped me to get as far in my life as I have, this solid background has given my children a launching pad for their young lives.  I can only hope that my children have the same opinion of their childhood, the same pleasant memories,  I hope that when they are going thru difficult and diverse times they are able to us one little bit of advise",v,148,35.05,28.87,98.65,93.12,24.67,16.89,93.24,77.7,55.41,20.95,18.24,13.51,1.35,0,0,2.7,2.7,16.89,4.73,1.35,12.84,7.43,6.08,4.73,0,17.57,12.84,4.05,7.43,6.08,1.35,0,12.16,0.68,11.49,2.7,1.35,2.03,2.03,0,2.03,1.35,6.76,6.08,0.68,2.7,2.7,0,0,0,0,0,18.24,3.38,2.03,0,0,0.68,0.68,12.16,7.43,0,0.68,0.68
332678,5,2,4,Behaviors7days,"In the past 7 days, I have worked 7 days part of a 13 day work period.  When not at work, I am working at home remodeling my home, or working in my garden.  In the past 7 days, I have tried to spend as much time with my kids as I possible.  The weather has been fairly good, hot with very little rain, so I try to work outside as much as possible.  I put a new vent on my roof, dug a trench along the front and one side of my home.  I power washed the sides of my house in preparation of putting in new drainage to this part of my home.  I also painted the lower portion of my home, painted the chimney, painted some trim around outside doors.   Cutting grass and trimming some of the bushes around my property kept me busy.  Several days ago, I helped my brother move from his home, into my ",v,160,84.59,1.01,99,59.44,17.78,13.13,79.38,72.5,53.75,14.38,13.75,13.13,0,0,0.63,0,0.63,18.75,6.88,3.13,19.38,3.13,5,6.25,0.63,10.63,8.13,9.38,6.25,1.25,4.38,0.63,5,0,5,0,0,0.63,2.5,0,2.5,0,2.5,2.5,0,0.63,0.63,0,0,0,0,0,3.13,0.63,0.63,0,0,0,0,2.5,1.88,0,0,1.25
334844,2,2,2,GuidingValues,The most important values in my life is try to do what is right not taking a shortcut no matter how hard things get in life.The reason it is the most important  value to me is because of my three small children and trying to show them what is the best thing to do in life is and that honesty and not taking short cuts get you nowhere and that is what I have learned personally because  and no matter what I do not want my children going through the hard things I have by taking the shortcuts I have try to live everyday and to think everyday of how I want my children to be and the adults i want my children to be.when they get older and to me that would be hard working and honest people that their parents have been and that they have all was seen their parents do everything possiable to give them the right life that they never cheated they never gave up and did not lie. ,v,176,6.13,24.83,30.7,45.91,176,13.07,94.32,84.09,67.05,22.73,12.5,7.39,0,0.57,0,4.55,10.23,15.91,5.11,0.57,10.23,13.07,3.41,7.95,5.11,23.3,7.39,3.41,5.68,1.14,4.55,0,16.48,5.11,11.36,2.84,2.84,3.98,0,0,2.27,0,2.84,2.27,0.57,0,0,0,0,0,0,0,17.05,3.41,0,0,0.57,1.7,0,11.36,4.55,0,0,0
334844,2,2,2,Behaviors7days,"For the past six days i have been doing my normal routine.I wake up a 530 and smoke a cigarette.Wake my daughter up by six to get her ready for school make her breakfast and then go to wake my husband up by 600 to go to work.Once he is up and getting dressed I make her lunch and then get her on the way to school by 7 .When she goes to school I start checking emails and getting ready to work on mtruk by 8 my other two children are up and ready to eat make their breakfast and start getting my youngest daughter ready to go to school.By 9 am getting my son dressed and letting them play till 1030 when we leave to take her to school while they play am working on surveys ,make her lunch and get ready to walk her to school.Once she is at school she goes in by 1115 me and my son walk home we get home by 1130 and he lays down for a nap once he is down for his nap am cleaning house doing laundry and get to work a little more online once he   wakes up by 130  I change him and get ready to go get my children form school by 215 .",v,222,69.29,79.78,62.13,47.58,222,9.91,85.59,74.77,54.95,15.77,15.77,6.31,0.9,0,7.21,1.35,0,14.41,2.7,7.66,19.37,4.95,2.7,8.56,0,19.37,3.6,4.5,4.05,2.25,1.8,0,2.7,0,2.7,0,2.25,0,0,0,0.45,0,1.8,1.8,0,0,0,0,0,0,0,0,13.51,0.45,0,0,0,0,0.45,13.06,3.15,0,5.41,4.05
336915,6,2,3,GuidingValues,"I am guided by being honest, open, and transparent. I believe in being true to myself and others. I believe in treating others the way I want to be treated. I feel that a person's legacy is so important, so we should work everyday to leave this worl better than how we came into it. I believe in treating people with respect because I want respect, and I want my family to receive respect. I try not to let the negativity of this world keep me down. I believe in persevering and overcoming obstacles. I believe in not attaching oneself to negative, mean people. You  are the company you keep, and I want to be around honest and good-hearted people. I believe in having a deep, spiritual connection to God, Jesus, and the Holy Spirit. Those three beings are the greatest influences in my life. I am nothing without them.",v,150,35.86,7.28,98.38,98.95,12.5,22,90.67,78,58.67,21.33,16,12,1.33,1.33,0.67,0.67,5.33,9.33,4.67,0.67,15.33,7.33,3.33,7.33,2,20,7.33,0.67,8,2,3.33,2.67,17.33,1.33,16,6,2,4,0,0,4,0,10,8.67,1.33,0,0,0,0,0,0,0,14.67,5.33,3.33,0,0,1.33,0,7.33,0.67,0,0,0
336915,6,2,3,Behaviors7days,"I have been spending time with my family and working on my projects. I had to set up a doctor's appointment for me son, so I spent a couple of days preparing for that. I have been helping my husband out with his activities. I have been talking to family members on the phone. I have been working on my business which I pray will be very successful. I blog, and I also run another website where I sell things I make. /  / I did some grocery shopping because my family wants to start eating more healthy. So I bought lots of fruits and veges and lean meats. I've been trying to stay away from junk foods even though I fail sometimes. I have been helping my husband out with his business ventures and meetings. He tells me about his goals and ambitions and we both try to help each other be the best at whatever we try to do. /  / I have been cooking more dinners even though I don't enjoy cooking. /  / I recently got into buying fresh flowers. I bought some hydrengas that were on sale and they look beautiful.",v,190,13.59,4.69,66.88,83.47,13.57,18.42,84.74,75.79,61.58,21.58,18.42,14.74,1.05,0,2.11,0.53,3.16,12.63,2.11,0,13.16,11.58,5.26,7.37,0.53,22.63,4.21,5.26,11.05,5.79,5.26,0,6.32,0,6.32,0,1.05,2.11,0.53,0,2.63,0,4.21,4.21,0,0.53,0.53,0,0,0,0,0,11.58,4.21,1.58,0,0,0,2.63,7.37,3.16,0,0,3.68
337203,4,2,5,GuidingValues,"The most important guiding principles in my life are honestly, hard work and integrity.  I have found through my experience and the experiences of other that honesty real is the best policy.  I have found that honesty begins with being honest to myself.  I know what is right and what is wrong, but I find myself justifying wrongs.  With every decision I to give the decision the test of honestly.  Is this the best solution or am I justifying due to greed, ego, lust, or a variety of other sins?",v,90,56.38,1,99,36.04,15,18.89,87.78,74.44,56.67,16.67,11.11,11.11,0,0,0,0,5.56,17.78,7.78,0,11.11,10,0,6.67,0,16.67,10,3.33,5.56,0,5.56,0,21.11,1.11,20,10,2.22,0,2.22,3.33,6.67,0,7.78,4.44,3.33,0,0,0,0,0,0,0,10,8.89,1.11,0,0,6.67,0,0,0,0,0,0
337203,4,2,5,Behaviors7days,In the last seven days I have one a lot of things.  Last Saturday I was on Pelee Island in Canada.  I got up early and took a long walk on the beach with my dog.  It was a perfect day weather wise.  After breakfast I loaded up the boat and rowed out to my favorite fishing spot with my dog.  I was not getting any bites my dog was growing quite impatient as she goes nuts when I catch a fish. I rowed about and could not even et a nibble.  I finally put on a small hook and caught my dog a goby.  She tore the goby to shreds in the back of my boat.,v,117,76.94,1.06,99,45.99,13,8.55,73.5,73.5,58.12,15.38,13.68,11.97,0,0,1.71,0,1.71,18.8,10.26,1.71,15.38,5.13,4.27,5.98,1.71,12.82,5.98,7.69,0,0,0,0,5.13,0,5.13,0,0,0.85,1.71,0.85,1.71,0,3.42,2.56,0.85,0.85,0,0.85,0.85,0,0,0,1.71,0,0,0,0,0,0,1.71,0,0,1.71,0
337968,5,2,3,GuidingValues,"I don't really have that man personal guiding values. I just try to act and do what I think is right. I just want to treat everyone equal, and just not be a bad person. That's all. I don't want to upset people, I feel terrible when I do. I just want to make things comfortable and be a good person to everyone. That is pretty much all I want to do.",v,72,1.78,2.75,30.29,7.66,10.29,8.33,94.44,83.33,65.28,22.22,12.5,12.5,0,0,0,0,9.72,11.11,2.78,0,8.33,13.89,9.72,5.56,4.17,25,8.33,5.56,1.39,0,1.39,0,23.61,5.56,18.06,2.78,1.39,6.94,4.17,2.78,4.17,0,6.94,2.78,4.17,6.94,2.78,4.17,0,0,1.39,0,11.11,1.39,1.39,0,0,0,0,9.72,0,0,0,1.39
337968,5,2,3,Behaviors7days,"For the past 7 days I've been mostly laying in bed. I came down with a cold and have been bed ridden. I have felt terrible, could barely move. Most actions I do is just getting up to the toilet and puking my guts out. I've taken medicine. I've ate and drank things somewhat. But I've mostly just slept and done things like that. I haven't been able to do much. It all just blurs together really. I can't tell much from the rest, but I have about this general outline. ",v,91,4.85,1,95.49,20.23,9.1,8.79,90.11,85.71,68.13,17.58,12.09,12.09,0,0,0,0,5.49,12.09,4.4,1.1,12.09,18.68,9.89,6.59,2.2,30.77,7.69,5.49,2.2,1.1,1.1,0,13.19,1.1,12.09,1.1,0,2.2,4.4,1.1,4.4,0,2.2,1.1,1.1,1.1,0,1.1,0,0,0,0,1.1,1.1,0,0,0,0,1.1,0,0,0,0,0
339652,7,2,5,GuidingValues,"Treating others equally regardless of differences. Equality is probably my most basic value. I honestly believe everyone deserves to be treated with respect no matter what they've done, no matter what makes them different from anyone else. Even if you don't care for someone or how they live your life, it will always make you feel better about yourselft to rise above it. Honesty and truth are important. Everyone tells white lies, but overall honesty and truth are not something everyone posesses. Caring and empathy, it's easy to look down on other people but you coudl very well end up in their situation and would want someone to show you empathy. ",v,111,6.13,45.39,78.79,96.93,15.86,24.32,90.99,77.48,60.36,21.62,9.91,1.8,0,4.5,0,3.6,11.71,6.31,0,0,12.61,9.01,8.11,7.21,3.6,17.12,9.01,1.8,2.7,1.8,0,0.9,36.04,5.41,29.73,3.6,2.7,2.7,6.31,0.9,12.61,0,8.11,6.31,0,1.8,0,0,0,0,0,0,24.32,9.01,3.6,0,0,3.6,0.9,14.41,0,0,0,0
339652,7,2,5,Behaviors7days,"My days for the past week have mainly been working on Mturk. Saturday was my birthday, so my boyfriend and I spent the day downtown and had a few drinks outside and enjoyed the weather. It was a nice time and was needed time. We haven't been able to do anything like that lately. We spent the day Sunday lounging around the house because he was hungover. I called my mother as well for Mother's Day.  On Monday my sister and I took my nephew to his new school for a test he had to take. He is entering kindergarten in August. After that we took him to a few parks because he did very well. On Tuesday I went grocery shopping. I didn't want to do it because I am short on money, but we needed food in the house. Wednesday and Thursday I had the house to myself and spent it cleaning the house and working on Mturk. I also did the same thing on Friday.",v,168,27.61,33.33,76.08,83,12.92,14.29,83.93,77.98,63.1,19.05,14.88,8.93,2.38,0,3.57,0,4.17,14.29,7.74,0,13.1,10.71,4.76,9.52,1.19,20.24,4.17,4.17,6.55,4.76,1.79,0,6.55,0,6.55,0,1.79,1.79,0.6,0,2.38,0,5.36,4.76,0.6,1.19,0.6,0.6,0,0,0,0,9.52,0.6,0,0,0,0,0.6,8.93,2.38,0.6,1.79,4.76
