ID,GuidingValues,Behaviors7days,Gender,Age,Ethnicity,PrimaryLanguage,Education,Income,Group,WC,Analytic,Authentic,WPS,BigWords,Linguistic,function,pronoun,ppron,i,we,shehe,they,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_neg,emotion,emo_neg,emo_anx,emo_anger,emo_sad,motion,Excl,SVS_Friendship,friend,talked,Met with someone,meet
275094,"Family is without a doubt the biggest thing in my life, and I value my family more than anything else.  I have two children, age 10 and 12, and I try to instill in them the value of honesty. I believe it is far better to tell the truth (especially with your family), even if it is something bad, than to try and cover it up. Deception is not the best strategy. I value loyalty","This past week has been a busy one. I took my kids to their swimming lessons on Wednesday, and they are making such good progress that they are being moved up three levels! Interestingly enough, they have gone swimming four times this week, which is something we seldom used to do. On Friday we travelled to the other side of Washington state to visit my brother in law.  The kids got to light off fireworks last night for the Fourth of July. It has been a good week.",2,4,white,English,4,4,v,75,35.86,79.53,15,16,76,62.67,20,12,9.33,0,0,1.33,12,5.33,6.67,0,18.67,0,17.33,1.33,0,2.67,5.33,0,8,0,5.33,1.33,1.33,1.33,0,0,0,0,4,5,High,3,3,High
277928,"My most important values are spirituality and love.  Without my spirituality and believing in God, I would be nothing.  My faith and religious beliefs really have helped to form my life.  And of course, love is all there is.  I actually have love for my spirituality and from my spirituality I receive love.  I really have a very positive and loving existence because of my beliefs.  I hold true and steadfast to my beliefs. My relationship to my family and boyfriend are the most important relationships in my life, besides God.   I even love my cat as if she was my own daughter.  You have to love and perseverance to make it to this sick, sad world.  ","I really had a boring week.  I mostly took naps during the day and worked hard at night.  I make sure to hit my Daily goal every day with work.  I like to eat fruit for breakfast everyday.  Most of my lunches consist of various cereals.  I try to go walking every evening.  Sometimes when I go walking, I will go ahead and get my dinner.  Other times, I will just walk for pure exercise.  I ended up going out on Friday night with a friend.  I also made a new friend at the location I was partying at.  Any other downtimes that I had in the past week, I would make sure to work.  I usually go to sleep at ridiculously early in the morning, so I stay up all night typically.  ",2,4,Black,English,5,2,v,117,11.39,88.67,11.7,21.37,70.09,61.54,19.66,17.95,16.24,0,0.85,0,6.84,5.13,0.85,0.85,17.09,1.71,15.38,3.42,1.71,0.85,0.85,5.98,2.56,0,11.11,1.71,7.69,1.71,0,0,0.85,0,2.56,6,High,3,2,Low
279310,"My guiding values in life are really about living simply and light on the land, doing what is right for myself, my family and my planet. I strive to be useful and helpful to my family and friends, but also want to be independent. I use intelligence snd creativity to do well on lessand live a simple, happy life. I also want to always keep learning, and strive to learn and teach others new skills often. I want to be known as someone to trust when I make a promise, and as a truthful and caring person. I try to schedule work around the needs of myself and family putting them and myself ahead of material and financial matters. I pride myself on a simple and self sustaining lifestyle.","Garden, baked bread, baked cookies, did laundry, cleaned the house, volunteered to help a friend, played with my dogs, caught up with my children, cooked dinner, made tea for my family, went shopping for food, wrote to do lists, took a nap, sipped coffee, basked in the sun, took a bath, planned coupons with grocery sales, surfed etsy, relaxed, watched documentaries, read essays, thought of my ideal job, planned outthe proper work/life balance at this stage of my life, called dad, talked to mom, checked on my sister, planned out meals",2,5,European - Caucasian ,English,5,6,v,129,37.02,78.57,18.43,13.95,75.19,57.36,14.73,12.4,11.63,0,0,0.78,9.3,3.88,5.43,0,15.5,0.78,14.73,2.33,1.55,3.88,1.55,2.33,2.33,0,9.3,0,1.55,0,0,0,0,0.78,0.78,4,High,4,3,High
283491,"My values center around my kids and me.  I want my kids to grow up with good values, moral, kind, loving, forgiving and more.  /  / These are the same values I try to work with.  An individual who if balance with a life of excitement, and moments of calm. True love alone with solitude at times.  Justice mixed with rowdiness. Knowledge teamed up with stupid mindless fun.  Exercise, but having the laziest Saturday know to man.  Eat like a god for a day, then compensate with some good nutrition. /  / I'm looking for balance in my values. This is something that needs to be continually worked on and tweaked, it doesn't come easy, but it is satisfying. ","Took the kids to school after eating breakfast and making sure all their bags are packed.  We went to a BBQ and saw friend. / Worked on the computer for work and to pass some time. / Watched a couple of kids movies with the kids. / Watch some grown up movies with myself. / Took the boy to lacrosse practice and my daughter to the grocery store, then picked the boy back up. / Organized the garage and put together a shelving unit to hold crap. / Hit the pool with the kids, played withe paddles and ball. / Played tennis with the kids, it was fun. / Went to dinner with my family and sisters family for my daughters birthday.  I had  a calzone. / Played my guitar 4 times, trying to get my fingers back in shape. / Made my bed each morning and brushed my teeth every night. / Did a lot of work on Mturk, and continue to do it.",1,5,Caucasion,English,5,8,v,115,80.5,74.45,10.45,18.26,68.7,53.04,13.04,7.83,6.96,0,0,0,6.09,1.74,3.48,0.87,9.57,0,9.57,1.74,0,2.61,1.74,0,3.48,0,12.17,2.61,6.09,0,0,0,0,0.87,2.61,6,High,4,5,High
283851,"I try to live my life in ways that I know or think will be pleasing to God. I love going to church and being around other christians, but I also like interacting with others who believe differently than I do. I like to show them the kindness that God would want me to show them. Many of my life decisions are made based on my relationship with God. I try to read the bible regularly and apply it to my life. I spend a lot of time thinking about how the bible and science can fit together and enjoy reading others opinions on matters of life and how we got here and why we are here. I try to be kind to everyone I meet regardless of who they are or what they have done because God loves everyone. I sometimes fail but I know that no one is perfect and I just seek God's forgiveness and move forward and try to do better next time around.","cleaned the house, took care of my son, changed his diapers, washed dishes, took a shower, texted friends and family,went to the gym,went to mothers day dinner with family, did jobs on mturk, watched netflix, played with my son, went to the splash park, went to the beach, went grocery shopping, gave the dog a bath, made stir fry for dinner, watched a movie from redbox, celebrated my 3 year anniversary with my husband, went to church wednesday night, went to chuck e cheese with my son, went to my life group at church, went to target to shop for a birthday present, wrapped the present, drove an hour to a birthday party, had steak baked potato and salad, ate birthday cake, sang happy birthday, took pictures, posted to facebook, drove home, went to bed, went to the gym, made coffee, ate half of a snickers bar, read devotional for today, took shower,washed clothes, washed son's clothes, ate lunch, cleaned son's room",2,4,caucasian,English,5,6,v,168,15.84,91.24,21,13.69,77.38,63.1,21.43,15.48,10.71,1.19,0,2.38,7.74,3.57,3.57,0.6,22.62,2.38,20.24,5.36,4.17,4.17,1.79,0.6,5.95,0,5.36,0,2.38,0,0,0,0,0.6,4.76,6,High,2,6,High
286206,"I am a firm beliver in God and the teachings of the Bible. I am no religious and I do not go to any particular church. All dealings in my life a related to my faith and the purpose and guidance of God in my life. When I was a little girl, growing under the catholic church, I wanted to became a nun in order to please God. Growing up I understood it better, I can please God being a mother, a wife, a friend, a grandma,a neighborgh, shining the light of Jesus daily and loving and protecting my enviroment and spreading the good news of the gospel.","Last week was kind of unique for me. I had surgery and spend one whole day at the hospital. It was not very serious, but still needed special care, my friends came over to visit, call me on the phone and when I came back home, there were chocolates waiting for me. I had to stay a couple of days on bed, wich is very rare on me, I am always doing something, moving around. At present, I can walk a little inside the house, and in a couple of days the doc will remove the stitches and I will move on to the next step towards my full recovery and healing. One thing was good and still is, no pain at all.",2,6,white,Spanish,5,16,v,109,90.73,85.1,21.8,16.51,66.06,55.05,11.01,10.09,10.09,0,0,0,8.26,6.42,0.92,0.92,10.09,1.83,8.26,1.83,0.92,1.83,0.92,0,1.83,0,2.75,0,1.83,0,0,0,0,0.92,0,6,High,6,4,Low
286602,"well , i am a spiritual person.  so treating myself and others in a spiritual and peaceful way is important to me. i am also independent person so while i am also religious , i usually follow my spiritual side first. so when i have to make difficult decisions or interact with other people and determine the things that are important to me in my life and the lives around me, i follow my spiritual and religious side. I treat others as i would like to be treated.  my spiritual / religious side brings me calm and peace so when i make decisions and treat others it keeps me balanced and focused.  I also have a certain sense of humor which i feel is important to have in life as it keeps things in prespective.  these are the values and relationships in my life.","well , last week Tuesday was a work day , so i got up and had breakfast with coffee. then i showered and went to work. then i went to lunch at noon. then went back to work until 8 pm. then watched a move. then had dinner and then went to sleep. wednesday , thursday were very similiar. until friday when i finished work early and met a friend at a cafe for conversation. then went home , saw a movie. then went to sleep. saturday and sunday i finished work early at 5 pm and went home , saw a movie , and had dinner. and i went to sleep. monday was a work day so i did the things i do on a work day.  during my work days i take mini breaks and surf the internet. untill tuesday today at this time.",1,5,white caucasian,English,3,2,v,141,3.96,99,17.63,18.44,79.43,63.83,22.7,15.6,15.6,0,0,0,0.71,0.71,0,0,13.48,0,13.48,3.55,2.13,1.42,1.42,0,4.96,0,8.51,0.71,2.13,0,0,0,0,0.71,1.42,3,Low,2,3,High
289388,"my guiding values are all things that I believe will lead me to happiness. this is my goal and focus at all times. I believe in helping and sticking by those around me. I like to help the people who are closest to me and make them happy. I love my family and everything I do is for them. without them I would be nothing. I am introverted in that respect. what guides me are myself and those around me, this is my world. I believe it is important to enjoy life and have fun while it lasts. I try to stay optimistic through all things even though this doesn't always work. I spend a lot of time thinking about myself and how I can improve, sometimes too much maybe. its not that I am striving for perfection but rather trying to me my ""ought"" self. things I should be and should be doing but I am currently not. I just want to enjoy the time I have with my family and make things easy as possible for us. I strive to be a good mother and make sacrifices for my son. these are things that guide me in my everyday life. I think about these things everyday I wake up and everyday I go to sleep. I worry about bad things that could possibly happen and do things to prevent them. I mentally prepare for all things constantly. I think of it as a bad thing sometimes but it is still part of me. ","I had a family gathering at my house. my brother and sister in law came and my parents and their friend. my husband and son were there as well. we ate, had dessert, played board games and dominoes. we had a great time and talked a lot about day to day things. the next day I worked, I sew purses and sell them. I worked for about 5 hours and then spent time with my son watching movies and then gave him a bath. when my husband came home from work we ate dinner and then watched a movie until we fell asleep. the day after I went to wa lmart with my mom. then we had dinner together and I went home. the next day I built a light box out of cardboard and fabric pieces so I could take pictures of the purses I sell online. the next day I spent cleaning up the house with my husband. I got a migraine and slept through most of the day and night. my husband took care of our son and helped me out a lot. the next day I went with my son to hobby lobby and we picked out materials for my business. I bought him a pony and we went home and spent time together and played video games. the next day I washed the car with my son and husband and spent the rest of the day working. the next day I worked on my purses all day and most of the night. we went to bed really late. the next day I went to walmart to buy zippers. I got my son 2 new toys. then I worked on my purses until late that night and played video games with my husband and son until bed time. the next day I spent working and relaxing with my family.",2,4,white,english,2,3,v,255,2.4,97.15,12.75,12.94,83.14,72.55,30.98,18.43,16.08,0.39,0,1.57,6.67,2.35,3.92,0.78,18.82,3.53,15.29,2.75,1.96,3.53,3.14,0.39,3.53,0,9.41,1.96,4.71,1.18,0.39,0,0,0.39,3.92,5,High,6,2,Low
290148,"what guides my life. I think that the most important part of life is to help others I try to do at least 1 random act of kindness each and every day. Either by feeding someone who has no food and is rummaging through the trash. I see that and I give, it breaks my heart. Always have blankets in the car in the cooler weather months, if you look you will always find someone who has none. Always remember that this is not all there is in life, there is so much more weather you are living now or have passed and are awaiting to live again. know that you are here to learn and correct. Knowing that karma is a very large part of life. literly what comes around does in-fact go around","Took a shower and went to bed, got up to go to work at 11 AM started work at 3 PM. took 45 minutes to arrive at work. Received pass down form the day shift personnel. Stood in the lobby assisting tenants and worked the parking garage helping Parkers who don't know how to read simple instructions on paying for their parking. at 6 PM the building locks down and now I patrol the parking garage 1x every hour until 11 PM. at 11 PM my relief comes in and I get to go home. It takes about 45 minutes to drive home. I get home and feed the dogs and cat. do the dishes clean the kitchen, take the dogs out to potty and now I go online and facebook. Then I go to sleep and do it all again tomorrow",2,5,Irish/American,English,3,16,v,135,10.19,98.13,15,11.11,82.96,65.19,18.52,8.89,4.44,0,0,0,1.48,0.74,0.74,0,17.78,4.44,13.33,4.44,0,0.74,5.19,0,5.19,0.74,2.96,0,0,0,0,0,0,2.22,5.93,7,High,2,2,Low
291510,"My guiding principle is DBAD - Don't be a d**k - I see this as a variation of the golden rule. Don't treat people like jerks and hopefully that will be returned in kind.  I think that it is important to be the example and not wait for others to do things for you.  Being independent and self-sufficient makes it possible to be a stronger part of a community since you choose to do so rather than needing to be around people.   I think it is important to follow laws and rules that govern us and if I feel that a law is unjust, I want to work to change it rather than disobeying it.  I believe in making sure I know what the truth is in my life, which is not the same as saying it to others even if that is hurtful to them.  I strive to be a kind person and generous within my means.  All of these things make me who I am and they are constantly evolving as I learn more about myself and the world around me.","I sleep irregularly.  When I am awake I surf the internet and log into Second Life where i decorate virtual land and homes.  I also attend music concerts in Second Life.  I go to dances and DJ events too.  I have been cleaning my house, doing deep cleaning and organizing box after box of papers and craft items.  I have taken several trips to the trift store to donate items and have emptied out the storage unit that we had a lot of extra items in.  I have gone to the grocery store twice and to the food pantry.  I have sorted, washed and put away laundry and sorted out some clothes to donate to the thrift store.  I have read a lot of articles on different art things on the internet, watched a lot of TV and netflix shows.  I also spent time with my husband making meals and watching a movie one night.  I took showers every other day. ",2,5,white,english,5,2,v,182,19.25,91.89,22.75,10.99,81.87,67.58,22.53,12.09,8.79,0.55,0,1.1,6.04,1.1,1.1,3.85,18.13,0.55,17.03,4.4,2.2,1.65,2.2,0,6.59,0,4.4,1.1,1.1,0.55,0,0,0,0.55,4.95,5,High,4,3,High
292411,"A primary value of mine s to give people a chance.  Even if I find someone to be odd at first, I am nice to them.  It takes someone doing something negative for me to change my attitude.  However, if I am pushed that way, I'll go as far as doing something drastic if I feel the situation calls for it.  I don't let people push me around.  If someone messes up once, even twice, okay.  More than that and I will retaliate. /  / I also try to have an open mind about most things.  Religion is a big example of that.  If someone is religious, no matter what religion, that is fine with me.  I am Atheist and I tend not to make a point of it or tell them why they are wrong.  Only if I am pressed by someone forcing their beliefs on me, then I will get all scientific on them. /  / I am liberal-minded.   I feel that some people are dealt a bad hand in life from the start and need help to dig out of whatever hole they are in.  Even if it is their own fault I realize some people need help.  I only become impatient or stop caring if that person keeps making the same mistakes over and over again.  I have needed help quite a few times in my life so I am empathetic about such situations.  However I try not to repeat my mistakes. /  / I am open with my feelings when I feel it is called for.  It's ok to tell another unrelated man that you love them, even if they might think it is strange at first.    If you care, it is good to let them know and not beat around the bush about it.","I had an active week last week.  I went to a friend's wedding last Tuesday.  It was pretty different as my friend is a white American and his wife is Indian.  So there were a mix of white American and Indian people.  I don't mean American Indian.  I mean from India.  It was a very nice wedding and it didn't seem to be much of a clash of culture.  Later that night my friend whom's apartment I was at came running to me crying and hugged me, saying his grandma is dying.  So I told him a lot of things like how he is a brother to me and it makes me sad to see him sad.  I went home the next day and found out that his grandma had died.   So he had a different kind off day.  He saw one of his best friends get married, then he found out his grandma was dying. /  / This past weekend I went on a date with a girl.  That was just plain weird.  I met her online and well, she's not as attractive in person as the pictures she put up.  We went to this weird truck rally thing.  All it was was trucks pulling a trailer to see who could do it in the fastest time.  It was ""country"" culture.  Most of the guys had hunting camouflage on.  I don't hunt.  The whole idea was a big waste of gasoline to me and spewing carbon dioxide into the air.  I studied environmental science in college and am pretty environmentally concerned.  So basically, the whole thing was was stupid.  I should not have been surprised what I was getting into.  It was in the county I went to college in which is home of the Amish, Lancaster County.  so many of the people there whom are not Amish are just completely different than me.  They live in a farm county.  I am from a suburban county and don't have any country in me.  Even if I did go to college out there. /  / The rest of the week was uneventful.  I did online work and helped around the house.  We also celebrated Mother's Day but unfortunately my family is boring so we don't ever celebrate these things by doing something fun.  It's just a family dinner ordeal every year.",1,4,Caucasian,English,5,15,v,294,10.66,95.05,14,12.24,82.31,65.65,23.47,14.29,10.2,0,0,3.4,3.06,1.36,0.68,1.02,20.41,0.68,19.39,3.4,1.36,2.38,7.48,0,7.48,0,6.8,2.38,1.7,0.68,0.34,0,0,1.02,4.42,7,High,4,4,High
292972,"Some of my most important guiding values are: /   / respect - I think that everyone deserves some respect and that they should respect you and your space and beliefs and whatever no matter what.  I really dislike it when people don't show other people that respect, even if you absolutely hate them and can't stand to be around them and everything then if that respect is to not talk to them/treat them like they don't exist even.   And it's also about respect to everything. /  / Being Yourself - I believe that everyone should have their own opinions and not be someone or something else other than what they are.  I don't know or talk to people who are what someone else told them to be and I don't want to hear about everything that they know about a topic or whatever, I want to talk to them.   /  / ","A week ago let's start with:  got woken up and started cleaning and then laid around and rested for a little bit and then went to work and after work i went grocery shopping and when I got home I cleaned some more and put the groceries away and then I watched tv and  went to sleep.  Then the next day I woke and went to work and then when I got home I went and got a puppy that I had just bought and it was a couple of hours away and got her and then came back home with her and spent some time with her playing and helping her accommodate to my house and watching some tv and then went to sleep.  Woke up the next day and then went to work and when I got home played with her some more and then I played some games on the computer while she was napping and then when she woke I played with her and then went to sleep and the next morning woke up went to work and then came home and played with her some more and then took her for a long couple of walks and then spent some time while she was sleeping like doing things that needed to get done.  Approximately the same thing every day except on the weekend people came to visit me and see her and my boyfriend and everything and all of it.  And then also everyday did the normal day things like shower, brush teeth, wash hair, shave, eat, make breakfast, dinner ect.",2,4,white / caucasion / european,english,5,16,v,144,1,49.53,28.8,17.36,84.72,75,30.56,15.97,4.86,0,0,7.64,4.86,0,0,4.86,25,4.17,20.83,4.17,0,4.17,5.56,1.39,9.03,0,6.25,1.39,1.39,1.39,0,0.69,0,0,6.94,2,Low,6,6,Low
295624,"My family will always be my number one value, both the family I was born into and whatever family I will create. I want to do as much good as I can. Most of my volunteer work is based on museums and the arts because that's the filed I'm trying to get into but I want to work for more charitable causes. I want to be self-sufficient. I'll never take government money or services. I think people should be able to decide for themselves what they will do. Serving God is important to me. Knowing what's going on in the world is important to me. Being generous is important. ","In the last seven days I went to Pittsburgh to see my family and celebrate my cousin's graduation, I spent a lot of the time babysitting the younger kids. There are a lot of them. I also ate way too much food in the last week. I volunteered with the local police who are working to build exhibits about their history. I went to an internship with a museum and worked on their collection. I worked at another museum which is having an event tomorrow--they need help getting ready for it. I went swimming. I read about three books because it's a long car ride to Pittsburgh and I recently found out that my university can give you free kindle books. I watched the news a lot because when I'm not in school I end up watching the news a lot. I took a zinc tablet and threw up. I ate a bagel about 20 minutes ago. I looked at pictures of manicures on instagram and cried over my bank account. I obsessed over my twitter account to make sure it looks ""professional"" enough. I retweeted a bunch of news stories and whatnot. I drank a few gallons of water. ",2,3,White,English,3,5,v,109,22.32,58.23,12.11,13.76,79.82,63.3,18.35,14.68,12.84,0,0,1.83,7.34,2.75,4.59,0,14.68,1.83,12.84,2.75,2.75,5.5,0.92,0,1.83,0,4.59,0,0.92,0,0,0,0,0.92,2.75,3,Low,5,3,Low
296609,My most important values are very simple and few.  I believe in honesty the most.  This goes hand in hand with fairness.  I think being honest and fair are very important.  If everyone followed these two principles the world world be a better place.  The third most important principle is modesty.  I like to not over sell myself.  Finally being open minded is important to me.  I don't believe in following one belief with out research all other possibilities.,"In the last week I have done a few important things, but mostly trivial stuff.  I go to work everyday (seven days a week), and come home after 8 hours.  On the first day I went to the theater last week to see a movie (X-Men).  I drew a few pages of a comic I am working on.  The next day I drew some sketches, and worked on the comic some more.  The next two days I only went to work and came home and rested.  The following 2 days I worked on my comic when I got home.  I also got a new PC game and played in for a few hours on the sixth day.  On the seventh day I went to work, came home, and watch some TV.  I then called on of my old friends and talked for an hour or so.",1,4,White,english,2,3,v,79,54.15,98.63,8.78,21.52,82.28,60.76,12.66,8.86,8.86,0,0,0,1.27,0,1.27,0,13.92,2.53,11.39,5.06,0,0,2.53,0,3.8,0,12.66,0,0,0,0,0,0,1.27,1.27,5,High,6,3,High
297263,The main guiding principle would be to look out for my family. It is my responbility to make sure that they are going in a good direction or have what they need. I also believe that a person should look at both sides of an issue. This enables people to learn and add to their values making them richer. I realize that my ideas may be right sometimes but if I combine my idea with someone elses it would make the idea even better. I also teach my children to look at both sides when arguing or debating who is right or wrong. I tel my kids to look at the other side and it will help them realize why that person thinks that way or behaves that way. I also teach my children to respect other ideas and cultures as it makes lives richer. They don't have to like that way of doing something but they need to respect it. I respect people who have decided on an issue and stick to their beliefs even if I do not think the same way.,In the last week I have attended the end of school year functions with my kids. I have had realitives come to visit to attend these events. We have been to a band concert and a dance recital. I also took my family to a memorial day dinner at a friends house. We listened to live music from a band at the event. We also planned a special on memorial day itself with just the family. I took my kids driving as they now have their drivers permit. We have also started watching a new tv show during dinner that I sit and watch with my daughter. I have also spent time working on my computer as my son works on school work. He is home schooled so each day he works on his work while I answer any questions. I have also spent time with my family working in the yard. We mowed the lawn as well as cleared away an old flower bed. I also did dishes each day as well as laundry at least twice a week. The other day we went grocery shopping. ,2,5,white,English,5,1,v,184,17.66,91.1,18.4,12.5,75,60.33,22.28,13.59,8.15,0,0,4.35,4.89,1.09,0.54,3.26,21.2,0,21.2,6.52,2.72,2.72,5.43,0,6.52,0,5.43,1.09,1.09,0.54,0,0.54,0,0.54,7.61,6,High,5,4,High
298129,I have many values based on my religious faith. I value family and doing anything to help them.  I believe in honesty in every aspect of my life.  I try to treat everyone as I want to be treated.  I want to carry on traditions I learned from  my parents.  I believe my faith in God has guided me throughout my life.  My values and beliefs help me to make the correct decisions concerning my family.  I hope to teach my daughter the same things I learned.,"I took the bus to the pain doctor so I could get a new prescription for my Oxycontin. My wife and I walked up to the bread and dollar stores to buy some groceries.  I have spent a lot of time with my family, and doing a lot of work on Amazon Mechanical Turk.I also worked some on my sportscard collection, watching television,  and doing the  Internet.",1,5,American,English,5,1,v,87,54.87,99,10.88,19.54,74.71,57.47,27.59,24.14,22.99,0,0,1.15,9.2,8.05,1.15,0,18.39,2.3,16.09,6.9,2.3,4.6,2.3,0,1.15,0,4.6,0,1.15,0,0,0,0,1.15,0,7,High,1,1,Low
298998,"I think the most central thing in my life is and will always be love.  Whether it be love of family, nature, animals, and all around me.  I think everyone tries to find that feeling in their life of belonging and love.  I have found that in my 64 years of life that the most satisfying thing to me has been the love and appreciation of animals and nature.  I never feel so fulfilled as I do when I am in the presence of both.  I also try to be caring and respectful of people and things in my life.  Those qualities are qualities I wish to receive from others as well.  If I can continue my life with respect for animals, nature and other people, then I believe I will have lived a meaningful fulfilling life.  The fact that your survey is making me continue to write TWICE the amount of time seems unfair to me.  I have nothing else to say except for what I said earlier in my paragraph above.  So I guess I'll just sit here and wait out the time clock below.........boring and a waste of time.  Especially when your instructions say  ""TRY"" to write continuously until time runs out.","Last week was a difficult week for me because my arthritic knees were acting up and I was not able to do as much as I would have liked.  I was able to get to the grocery store on Tuesday even though it was hard for me to get around the isles with my knees hurting so badly.  I know that you are suppose to move and exercise your joints but with pain it is often hard to do.  I always have my routines daily with caring for my 3 dogs and my bird.  They get fed each day of course and every other day the bird cage gets cleaned out.  I also vacuum each day due to the dog hair and bird seed mess.  Every other day I do laundry and run the dish washer.  I try to work in my yard each day as well since I have a lot of foliage in my yard it needs to be kept up with almost   daily.  On Saturdays my daughter and her family come over and this past Saturday was the day before Mother's Day and they brought me over Chinese food and a garden swing that they put together for me.  I was very happy!  I love seeing my family each Saturday. We had a nice visit and I love my swing.  I sit on it each morning and have my coffee.  My life isn't very active since I do not work out of house, but I do manage to keep busy each day with the day to day activities of caring for my house,my pets and my spouse.",2,6,caucasian,English,2,3,v,206,27.94,99,17.17,13.59,77.67,63.59,18.93,13.11,11.65,0,0,0.49,3.88,0.97,1.94,0.97,14.56,2.43,11.17,4.85,0.49,1.94,1.46,0,2.91,0,6.31,0.97,2.91,0.49,0,0,0,0.49,3.4,5,High,3,1,Low
298999,"I think personally my guiding principles and basic values are to take care of myself. I always make sure a situation or decision is in my best interest. I want to make sure that I always come out ahead and that everything is a benefit to myself. I have learned that most people can be very selfish and that it is important to take care of yourself and a few close others. So far this philosophy has gotten me pretty far in life and has given me most of the important things I wanted out of life. It has allowed me to have a successful career. To be financially independent, and to be able to take care of my immediate family. ",A week ago I went to work followed by coming home and making dinner for the first three days of the weeks. I did not do much of note. On Friday I went to Pittsburgh with some friends for the day. We walked around the Fourth of July festivals and watched some of the power boat competitions. Then we went to a nice dinner downtown and watched fireworks. Afterwards we went to one of the bars on the river and had some drinks before going home. On saturday I woke up early and cleaned out one of my cars. I also cleaned its engine and changed its oil. At night I cooked dinner and then watched a movie 47 Ronin before bed. On Sunday I finished cleaning my other car and then went to my parents house for a cook out in the afternoon. In the evening I went and got wings and a few beers with a friend and then came home and watched television until I went to bed.,1,4,White,English,5,8,v,121,30.9,91.31,17.29,15.7,85.95,62.81,20.66,12.4,11.57,0,0,0,4.13,0.83,2.48,0.83,14.05,2.48,11.57,2.48,0.83,2.48,1.65,0,2.48,0,6.61,0.83,0,0,0,0,0,0.83,5.79,5,High,2,5,High
299786,"The most important values in my life are family.  Everything I do is centered around them.  I currently am working in a job that I am not completely satisfied with, however we are in need of money and it is currently helping pay the bills.  In my opinion family is the most important part of me.  It defines me. I am a mom to three children. I have been with them since birth. I have formed them into people that will one day become productive members in society.  I have instilled in them values of honesty, compassionate, faith, drive, and the need for education.  I get great joy when people on the outside compliment me on my children and how well they behave.  It is important to me as I see them as my greatest accomplishments and reflections of myself. ","In the past week I have woken up at the same time each morning, 7 am.  Then I have gotten myself and three children ready for work. This involves getting them dressed and serving them breakfast. It also includes packing lunches for the day.  From there it is going to work and staying at work from around 745 am until 345 pm.  While at work I am responsible for caring for my three children and an addtional three children (ages 10, 7, and 19 months). We play, nap, and watch movies. Throughout the day I pop on mturk and work.  After work it is meal prep, bath time and cleaning up around the house. Some nights I play cards (Phase 10).  My normal bedtime is around midnight. ",2,4,white,english,3,1,v,140,27.91,94.92,12.73,20,77.14,65.71,22.14,17.86,12.86,0.71,0,4.29,7.86,5.71,2.14,0,9.29,0.71,8.57,2.86,1.43,0.71,0,0.71,2.14,0,9.29,0,0.71,0,0,0,0,0.71,2.14,7,High,4,5,Low
300103,I was raised a Catholic and we followed the rules of the church however as I became older and had my own family my values changed.  I raised my children as Christians and taught them the Bible and went to church. I believe that we are supposed to love each other and help each other out as much as we can.  I believe that what goes around comes around and if you do good for others you will recieve good things.  I believe in looking out the underdog and standing up for their rights.   / There is a commitment to family and friends that is to practiced at all times. / I try to follow the teachings of the Bible in my everyday life. You get back what you give. /  / Telling the truth will set you free. ,"In the past seven days I have done the following;  Saturday i stayed at home and cleaned home and did laundry and then spent some time on the computer.  Enjoyed a day with my dogs.  Don't get to stay home often. On Sunday I went to a store that my son owns and was able to pick out whatever I wanted from there for mother's day.  That was really fun.  It is mostly art made out of metal.  I chose a rooster made out of wire which had a pot in the center for placing a flower pot.  So I picked up a flower pot as well.  Later on on Sunday one of my other sons Steve and his girlfriend Paige took me a Texas Road House for Mother's day lunch.  Good food and good company. On Monday I was painting my out side shutters on my house when my son called and asked me to pick up my grandson from school because he had gotten hit in the head while in gym.  After I picked my grandson up we went to Walmart and bought a bunch of flowers to plant.  I then went to my brother in llaw house and picked up my great niece from the bus.  The children jumped on the trampoline while i got dinner ready for everyone. /  / Later that night I came back home and finished the painting the shutters and the trim on my home.  On Tuesday I cleaned out my storage unit and did some spraying with pressure washer to get the green away from where it is growing on sides of home and trees. On Tuesday evening my youngest grandchild who is 2.5 years old came and spent the night with me.   / I then babysat my grand child on wednesday and I did not accomplish much but playing around.  On thursday of this week took my granddaughter to school and then returned home with a younger baby and spent the day with her off and on the outside deck. /  / Today is Friday and I went to leave this morning about 6:20 am and found four windows busted out of my vehicle,  Took pictures of the scene and called police.   I later talked with the officer, made a report and called my insurance company.  Found out I am not covered for vandelism.  My son came and took my truck to a building that has room and could place truck in there to keep it dry since it has been pouring down raining all day.  GOt that taken care of and borrowed my brother in law's car to use until mine could be fixed.  My sons and myself have found the replacement windows after establishing that the insurance that I have would no cover it.  The fees for the winows are expensive but I thank the Lord that my sons can repair the windows for me.  After getting all of this straight I came home and started feeding my dogs. birds, fish, etc.  I then cleaned up and vacuumed floors.  I have been on facebook for a while comparing notes and wondering if he just knew what she was doing or else.  I have now been on facebook and Mturk and am trying to earn some money to help pay for the cost of the broken windows.  I have been talking to my friend on the phone because her boyfriend broke up with her and I have to listen and support her through this time.",2,6,caucasin,english,3,5,v,135,39.7,92.16,15,14.81,77.78,62.96,21.48,15.56,8.15,2.22,0,1.48,11.85,7.41,2.22,2.96,11.85,1.48,10.37,2.22,0.74,2.96,0.74,0,3.7,0,2.96,0,1.48,0,0,0,0,3.7,5.19,6,High,6,3,High
